"Country","ISO 3166-1 alpha-3","Year","Total","Coal","Oil","Gas","Cement","Flaring","Other","Per Capita"
"Canada","CAN",1829,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1830,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1831,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1832,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1833,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1834,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1835,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1836,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1837,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1838,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1839,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1840,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1841,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1842,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1843,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1844,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1845,0.003664,0.003664,0,0,,0,,
"Canada","CAN",1846,0.025648,0.025648,0,0,,0,,
"Canada","CAN",1847,0.032976,0.032976,0,0,,0,,
"Canada","CAN",1848,0.040304,0.040304,0,0,,0,,
"Canada","CAN",1849,0.047632,0.047632,0,0,,0,,
"Canada","CAN",1850,0.058624,0.058624,0,0,,0,,
"Canada","CAN",1851,0.069616,0.069616,0,0,,0,,
"Canada","CAN",1852,0.084272,0.084272,0,0,,0,,
"Canada","CAN",1853,0.102592,0.102592,0,0,,0,,
"Canada","CAN",1854,0.124576,0.124576,0,0,,0,,
"Canada","CAN",1855,0.150224,0.150224,0,0,,0,,
"Canada","CAN",1856,0.179536,0.179536,0,0,,0,,
"Canada","CAN",1857,0.216176,0.216176,0,0,,0,,
"Canada","CAN",1858,0.263808,0.263808,0,0,,0,,
"Canada","CAN",1859,0.315104,0.315104,0,0,,0,,
"Canada","CAN",1860,0.381056,0.381056,0,0,,0,,
"Canada","CAN",1861,0.458000,0.458000,0,0,,0,,
"Canada","CAN",1862,0.560592,0.553264,0.007328,0,,0,,
"Canada","CAN",1863,0.703488,0.670339,0.033149,0,,0,,
"Canada","CAN",1864,0.842720,0.806080,0.036640,0,,0,,
"Canada","CAN",1865,1.018592,0.970960,0.047632,0,,0,,
"Canada","CAN",1866,1.242096,1.172480,0.069616,0,,0,,
"Canada","CAN",1867,1.593840,1.516896,0.076944,0,,0,,
"Canada","CAN",1868,0.945312,0.861040,0.084272,0,,0,,
"Canada","CAN",1869,0.685168,0.597232,0.087936,0,,0,,
"Canada","CAN",1870,1.223776,1.121184,0.102592,0,,0,,
"Canada","CAN",1871,1.780704,1.670557,0.110147,0,,0,,
"Canada","CAN",1872,1.846656,1.721832,0.124824,0,,0,,
"Canada","CAN",1873,1.608496,1.458272,0.150224,0,,0,,
"Canada","CAN",1874,1.623152,1.557051,0.066101,0,,0,,
"Canada","CAN",1875,1.875968,1.787860,0.088108,0,,0,,
"Canada","CAN",1876,1.857648,1.729155,0.128493,0,,0,,
"Canada","CAN",1877,2.022528,1.894288,0.128240,0,,0,,
"Canada","CAN",1878,1.934592,1.806352,0.128240,0,,0,,
"Canada","CAN",1879,2.183744,1.948854,0.234890,0,,0,,
"Canada","CAN",1880,5.232192,5.089296,0.142896,0,,0,,
"Canada","CAN",1881,5.591264,5.477680,0.113584,0,,0,,
"Canada","CAN",1882,6.617184,6.503600,0.113584,0,,0,,
"Canada","CAN",1883,7.430592,7.342656,0.087936,0,,0,,
"Canada","CAN",1884,8.599408,8.500480,0.098928,0,,0,,
"Canada","CAN",1885,8.244000,8.145072,0.098928,0,,0,,
"Canada","CAN",1886,8.797264,8.562768,0.234496,0,,0,,
"Canada","CAN",1887,10.149280,9.936768,0.212512,0,,0,,
"Canada","CAN",1888,13.311312,13.029184,0.282128,0,,0,,
"Canada","CAN",1889,11.292448,11.010228,0.282220,0,,0,,
"Canada","CAN",1890,12.413632,12.094864,0.318768,0,,0,,
"Canada","CAN",1891,13.941520,13.633744,0.307776,0,,0,,
"Canada","CAN",1892,13.890224,13.571456,0.318768,0,,0,,
"Canada","CAN",1893,14.853856,14.527760,0.326096,0,,0,,
"Canada","CAN",1894,14.179680,13.839016,0.340664,0,,0,,
"Canada","CAN",1895,13.531152,13.234368,0.296784,0,,0,,
"Canada","CAN",1896,14.648672,14.351888,0.296784,0,,0,,
"Canada","CAN",1897,14.798896,14.505776,0.293120,0,,0,,
"Canada","CAN",1898,15.707568,15.396201,0.311367,0,,0,,
"Canada","CAN",1899,19.170048,18.836560,0.333488,0,,0,,
"Canada","CAN",1900,20.628320,20.250861,0.377459,0,,0,,
"Canada","CAN",1901,23.845312,23.530208,0.315104,0,,0,,
"Canada","CAN",1902,25.648000,25.424496,0.223504,0,,0,,
"Canada","CAN",1903,27.959984,27.736480,0.223504,0,,0,,
"Canada","CAN",1904,33.096912,32.818448,0.278464,0,,0,,
"Canada","CAN",1905,35.386912,34.859296,0.527616,0,,0,,
"Canada","CAN",1906,37.387456,36.995446,0.392010,0,,0,,
"Canada","CAN",1907,46.990800,46.375248,0.615552,0,,0,,
"Canada","CAN",1908,47.408496,46.818592,0.589904,0,,0,,
"Canada","CAN",1909,45.385968,45.213760,0.172208,0,,0,,
"Canada","CAN",1910,51.622096,50.859930,0.762166,0,,0,,
"Canada","CAN",1911,60.269136,58.686192,0.967355,0.615589,,0,,
"Canada","CAN",1912,67.271040,64.940736,1.520560,0.809744,,0,,
"Canada","CAN",1913,79.281632,76.185552,2.011536,1.084544,,0,,
"Canada","CAN",1914,68.381232,64.834290,2.400049,1.146893,,0,,
"Canada","CAN",1915,61.115520,57.678894,2.370466,1.066160,,0,,
"Canada","CAN",1916,76.456688,72.034028,3.074243,1.348417,,0,,
"Canada","CAN",1917,85.242960,79.835128,3.956950,1.450882,,0,,
"Canada","CAN",1918,89.518848,83.857968,4.594656,1.066224,,0,,
"Canada","CAN",1919,76.090288,70.139952,4.895104,1.055232,,0,,
"Canada","CAN",1920,84.378256,79.995922,3.491944,0.890391,,0,,
"Canada","CAN",1921,80.483424,75.507712,4.228256,0.747456,,0,,
"Canada","CAN",1922,69.209296,63.456511,4.975975,0.776809,,0,,
"Canada","CAN",1923,92.981328,87.434032,4.700912,0.846384,,0,,
"Canada","CAN",1924,77.383680,71.220832,5.375088,0.787760,,0,,
"Canada","CAN",1925,75.247568,69.077092,5.276417,0.894060,,0,,
"Canada","CAN",1926,84.755648,77.086896,6.650160,1.018592,,0,,
"Canada","CAN",1927,91.999376,82.792111,8.075134,1.132131,,0,,
"Canada","CAN",1928,93.776642,81.604608,10.108976,1.194464,0.868594,0,,
"Canada","CAN",1929,99.030046,83.898832,12.665979,1.502184,0.963050,0,,
"Canada","CAN",1930,94.347751,79.498385,12.365520,1.557140,0.926706,0,,
"Canada","CAN",1931,75.849255,61.214448,12.464928,1.370336,0.799543,0,,
"Canada","CAN",1932,70.206596,57.736661,10.867991,1.238497,0.363447,0,,
"Canada","CAN",1933,69.482551,56.440256,11.629536,1.223776,0.188983,0,,
"Canada","CAN",1934,79.913275,65.156235,13.256960,1.227496,0.272584,0,,
"Canada","CAN",1935,78.795755,62.932864,14.271280,1.319040,0.272571,0,,
"Canada","CAN",1936,86.163108,68.842896,15.443760,1.487584,0.388868,0,,
"Canada","CAN",1937,93.483008,74.206992,17.077904,1.714752,0.483360,0,,
"Canada","CAN",1938,85.543536,66.468624,16.872720,1.769712,0.432480,0,,
"Canada","CAN",1939,95.003835,74.195197,18.496585,1.861384,0.450669,0,,
"Canada","CAN",1940,108.621764,84.718202,21.127337,2.183818,0.592408,0,,
"Canada","CAN",1941,120.151837,93.714128,23.475248,2.304656,0.657805,0,,
"Canada","CAN",1942,131.077410,105.482180,22.460948,2.418308,0.715974,0,,
"Canada","CAN",1943,138.062153,110.547274,24.595779,2.344898,0.574202,0,,
"Canada","CAN",1944,140.407202,109.809281,27.649265,2.385326,0.563329,0,,
"Canada","CAN",1945,130.520898,100.397264,26.893760,2.564800,0.665074,0,,
"Canada","CAN",1946,138.422155,105.732913,29.245274,2.535421,0.908547,0,,
"Canada","CAN",1947,143.547853,108.436080,31.385824,2.788304,0.937645,0,,
"Canada","CAN",1948,158.506568,118.104442,36.219477,3.074167,1.108482,0,,
"Canada","CAN",1949,145.021890,101.281393,39.288079,3.202255,1.250162,0,,
"Canada","CAN",1950,154.133752,96.819837,52.447743,3.554164,1.312008,0,,11.215381
"Canada","CAN",1951,162.678023,96.881306,60.381360,4.081604,1.333752,0,,11.549142
"Canada","CAN",1952,159.408754,89.848608,63.830544,4.275888,1.453714,0,,11.004526
"Canada","CAN",1953,160.608169,82.936412,69.845239,4.810722,1.744417,1.271379,,10.777969
"Canada","CAN",1954,162.967666,80.084048,75.177952,5.946672,1.758994,0,,10.635354
"Canada","CAN",1955,169.473176,72.213776,85.755920,7.437920,1.973416,2.092144,,10.771196
"Canada","CAN",1956,189.802424,78.482880,97.205920,8.540784,2.253256,3.319584,,11.740080
"Canada","CAN",1957,182.811432,64.922416,100.122464,10.863760,2.711176,4.191616,,10.979631
"Canada","CAN",1958,182.155190,57.264656,104.566896,13.428560,2.758422,4.136656,,10.644016
"Canada","CAN",1959,184.481354,53.545696,107.659312,17.305072,2.816570,3.154704,,10.526810
"Canada","CAN",1960,192.716175,49.636208,115.742096,21.536992,2.594879,3.206000,,10.760642
"Canada","CAN",1961,194.000694,45.594816,118.662304,22.965952,2.783862,3.993760,,10.616398
"Canada","CAN",1962,206.990771,47.031104,126.287088,25.977760,3.085507,4.609312,,11.115183
"Canada","CAN",1963,210.910776,46.598752,134.270944,22.365056,3.143656,4.532368,,11.117533
"Canada","CAN",1964,237.577733,51.918880,143.720400,34.159472,3.547061,4.231920,,12.292959
"Canada","CAN",1965,251.916995,54.175904,151.748224,38.035984,3.746947,4.209936,,12.794936
"Canada","CAN",1966,259.074371,52.582064,155.826256,42.421792,4.001347,4.242912,,12.918044
"Canada","CAN",1967,281.637036,57.315952,171.489856,45.063536,3.583404,4.184288,,13.800291
"Canada","CAN",1968,303.261340,60.577644,179.204741,55.524927,3.659768,4.294260,,14.627744
"Canada","CAN",1969,307.119205,59.118640,181.529216,58.297904,3.699701,4.473744,,14.601126
"Canada","CAN",1970,341.177214,58.814528,211.372496,62.625088,3.561598,4.803504,,15.917142
"Canada","CAN",1971,352.287404,55.876000,220.327312,67.468896,4.068172,4.547024,,16.094503
"Canada","CAN",1972,380.791685,62.155498,233.317611,76.485264,4.476858,4.356454,,17.135627
"Canada","CAN",1973,381.273198,52.014144,238.174656,81.868416,4.995054,4.220928,,16.943947
"Canada","CAN",1974,389.616915,48.507240,248.922491,83.516431,5.135027,3.535727,,17.079149
"Canada","CAN",1975,396.786785,61.284630,241.987450,85.914265,4.933023,2.667417,,17.150003
"Canada","CAN",1976,398.962262,59.100320,233.733888,98.928000,4.767158,2.432896,,17.019039
"Canada","CAN",1977,407.790443,65.032336,233.700912,101.954464,4.776091,2.326640,,17.195241
"Canada","CAN",1978,415.528652,69.509131,233.823426,104.551318,5.112975,2.531802,,17.340651
"Canada","CAN",1979,441.676761,76.028000,244.293536,112.572736,5.832969,2.949520,,18.236694
"Canada","CAN",1980,442.846874,81.171584,241.294388,112.040529,5.207679,3.132694,,18.066895
"Canada","CAN",1981,429.629720,83.689424,227.908128,110.026256,5.034408,2.971504,,17.312759
"Canada","CAN",1982,414.454925,88.444514,208.640972,110.325729,4.182152,2.861559,,16.511150
"Canada","CAN",1983,408.338502,93.523600,193.810944,114.031008,3.906182,3.066768,,16.101215
"Canada","CAN",1984,425.233330,102.914432,192.506560,121.230768,4.276370,4.305200,,16.609331
"Canada","CAN",1985,421.718695,99.763392,186.658816,125.224528,5.063271,5.008688,,16.317906
"Canada","CAN",1986,404.707950,92.486688,186.427984,115.782400,5.269662,4.741216,,15.496510
"Canada","CAN",1987,430.982059,99.030592,201.864416,119.120304,6.258507,4.708240,,16.302299
"Canada","CAN",1988,455.669111,106.406224,210.881520,127.203088,5.986391,5.191888,,16.993027
"Canada","CAN",1989,462.885150,106.897200,206.642272,138.422256,6.262814,4.660608,,16.990099
"Canada","CAN",1990,458.218336,99.152201,212.870748,125.278127,5.823211,11.958214,3.135836,16.567775
"Canada","CAN",1991,449.959720,104.170172,200.768222,124.814875,4.770787,12.153899,3.281765,16.060949
"Canada","CAN",1992,463.758640,106.927432,203.764755,132.083955,4.804072,13.193354,2.985073,16.359691
"Canada","CAN",1993,464.311598,98.917863,206.888046,137.317145,4.892831,13.343511,2.952202,16.196069
"Canada","CAN",1994,478.726314,102.540588,212.176928,140.346661,5.769324,14.632432,3.260380,16.518519
"Canada","CAN",1995,491.386794,104.352372,214.865984,147.504585,6.529322,14.900681,3.233851,16.776937
"Canada","CAN",1996,507.510733,106.282423,221.506054,154.182638,6.185381,16.113817,3.240420,17.149197
"Canada","CAN",1997,521.839964,113.173875,229.519833,152.747893,6.657483,16.269941,3.470939,17.462915
"Canada","CAN",1998,529.649543,119.352135,232.634509,149.465866,6.828347,17.990246,3.378440,17.570172
"Canada","CAN",1999,544.063780,119.696692,235.503992,162.198106,7.118443,16.266312,3.280235,17.896966
"Canada","CAN",2000,566.690447,129.348416,237.661473,172.817180,7.232124,16.249763,3.381490,18.469011
"Canada","CAN",2001,558.777507,126.825289,241.579627,164.847650,6.982743,15.675062,2.867136,18.023474
"Canada","CAN",2002,564.050931,124.207371,242.471456,171.160253,7.148304,16.116984,2.946563,18.007910
"Canada","CAN",2003,581.305320,123.322189,258.360564,173.878669,7.248136,15.548064,2.947697,18.384422
"Canada","CAN",2004,579.592044,115.671275,267.364131,169.898775,7.519955,16.041633,3.096275,18.162386
"Canada","CAN",2005,574.653628,116.765220,261.212721,170.328128,7.613986,15.733328,3.000245,17.837569
"Canada","CAN",2006,568.450936,114.090517,259.345710,168.240515,7.728498,16.088779,2.956916,17.473665
"Canada","CAN",2007,593.515764,118.793126,266.117076,181.886055,7.731020,16.132977,2.855510,18.060601
"Canada","CAN",2008,576.558336,112.632130,257.303248,181.568155,6.988372,15.341640,2.724791,17.356522
"Canada","CAN",2009,543.967590,93.378892,253.572199,174.992114,5.364043,14.398480,2.261862,16.192443
"Canada","CAN",2010,556.560518,95.767083,259.503834,178.294216,6.005436,14.734690,2.255258,16.387061
"Canada","CAN",2011,567.054133,86.722655,261.661005,195.282737,6.020141,14.936635,2.430960,16.520857
"Canada","CAN",2012,568.223147,81.445934,263.709536,198.172490,6.532305,15.818377,2.544506,16.379141
"Canada","CAN",2013,572.613311,78.970095,263.938583,204.540349,5.973037,16.722913,2.468334,16.330663
"Canada","CAN",2014,569.839687,76.685625,256.683199,211.161562,5.911522,16.888576,2.509203,16.095071
"Canada","CAN",2015,574.298190,78.098819,258.061213,213.496439,6.184772,16.132493,2.324454,16.072321
"Canada","CAN",2016,560.525313,73.497136,256.234514,208.265201,6.114245,14.134506,2.279709,15.521199
"Canada","CAN",2017,571.544619,72.688193,260.403026,214.581205,6.827239,14.834711,2.210246,15.635476
"Canada","CAN",2018,584.369116,60.795568,266.964272,231.980501,6.914762,15.549502,2.164511,15.778726
"Canada","CAN",2019,584.714184,58.325705,269.325970,231.962485,7.125179,15.827711,2.147135,15.582994
"Canada","CAN",2020,534.863824,48.034995,238.378466,223.719402,6.624708,16.056983,2.049271,14.116709
"Canada","CAN",2021,545.634517,43.862080,241.659653,235.381822,6.624708,16.056983,2.049271,14.300468
"Cape Verde","CPV",1750,0,,,,,,,
"Cape Verde","CPV",1751,0,,,,,,,
"Cape Verde","CPV",1752,0,,,,,,,
"Cape Verde","CPV",1753,0,,,,,,,
"Cape Verde","CPV",1754,0,,,,,,,
"Cape Verde","CPV",1755,0,,,,,,,
"Cape Verde","CPV",1756,0,,,,,,,
"Cape Verde","CPV",1757,0,,,,,,,
"Cape Verde","CPV",1758,0,,,,,,,
"Cape Verde","CPV",1759,0,,,,,,,
"Cape Verde","CPV",1760,0,,,,,,,
"Cape Verde","CPV",1761,0,,,,,,,
"Cape Verde","CPV",1762,0,,,,,,,
"Cape Verde","CPV",1763,0,,,,,,,
"Cape Verde","CPV",1764,0,,,,,,,
"Cape Verde","CPV",1765,0,,,,,,,
"Cape Verde","CPV",1766,0,,,,,,,
"Cape Verde","CPV",1767,0,,,,,,,
"Cape Verde","CPV",1768,0,,,,,,,
"Cape Verde","CPV",1769,0,,,,,,,
"Cape Verde","CPV",1770,0,,,,,,,
"Cape Verde","CPV",1771,0,,,,,,,
"Cape Verde","CPV",1772,0,,,,,,,
"Cape Verde","CPV",1773,0,,,,,,,
"Cape Verde","CPV",1774,0,,,,,,,
"Cape Verde","CPV",1775,0,,,,,,,
"Cape Verde","CPV",1776,0,,,,,,,
"Cape Verde","CPV",1777,0,,,,,,,
"Cape Verde","CPV",1778,0,,,,,,,
"Cape Verde","CPV",1779,0,,,,,,,
"Cape Verde","CPV",1780,0,,,,,,,
"Cape Verde","CPV",1781,0,,,,,,,
"Cape Verde","CPV",1782,0,,,,,,,
"Cape Verde","CPV",1783,0,,,,,,,
"Cape Verde","CPV",1784,0,,,,,,,
"Cape Verde","CPV",1785,0,,,,,,,
"Cape Verde","CPV",1786,0,,,,,,,
"Cape Verde","CPV",1787,0,,,,,,,
"Cape Verde","CPV",1788,0,,,,,,,
"Cape Verde","CPV",1789,0,,,,,,,
"Cape Verde","CPV",1790,0,,,,,,,
"Cape Verde","CPV",1791,0,,,,,,,
"Cape Verde","CPV",1792,0,,,,,,,
"Cape Verde","CPV",1793,0,,,,,,,
"Cape Verde","CPV",1794,0,,,,,,,
"Cape Verde","CPV",1795,0,,,,,,,
"Cape Verde","CPV",1796,0,,,,,,,
"Cape Verde","CPV",1797,0,,,,,,,
"Cape Verde","CPV",1798,0,,,,,,,
"Cape Verde","CPV",1799,0,,,,,,,
"Cape Verde","CPV",1800,0,,,,,,,
"Cape Verde","CPV",1801,0,,,,,,,
"Cape Verde","CPV",1802,0,,,,,,,
"Cape Verde","CPV",1803,0,,,,,,,
"Cape Verde","CPV",1804,0,,,,,,,
"Cape Verde","CPV",1805,0,,,,,,,
"Cape Verde","CPV",1806,0,,,,,,,
"Cape Verde","CPV",1807,0,,,,,,,
"Cape Verde","CPV",1808,0,,,,,,,
"Cape Verde","CPV",1809,0,,,,,,,
"Cape Verde","CPV",1810,0,,,,,,,
"Cape Verde","CPV",1811,0,,,,,,,
"Cape Verde","CPV",1812,0,,,,,,,
"Cape Verde","CPV",1813,0,,,,,,,
"Cape Verde","CPV",1814,0,,,,,,,
"Cape Verde","CPV",1815,0,,,,,,,
"Cape Verde","CPV",1816,0,,,,,,,
"Cape Verde","CPV",1817,0,,,,,,,
"Cape Verde","CPV",1818,0,,,,,,,
"Cape Verde","CPV",1819,0,,,,,,,
"Cape Verde","CPV",1820,0,,,,,,,
"Cape Verde","CPV",1821,0,,,,,,,
"Cape Verde","CPV",1822,0,,,,,,,
"Cape Verde","CPV",1823,0,,,,,,,
"Cape Verde","CPV",1824,0,,,,,,,
"Cape Verde","CPV",1825,0,,,,,,,
"Cape Verde","CPV",1826,0,,,,,,,
"Cape Verde","CPV",1827,0,,,,,,,
"Cape Verde","CPV",1828,0,,,,,,,
"Cape Verde","CPV",1829,0,,,,,,,
"Cape Verde","CPV",1830,0,,,,,,,
"Cape Verde","CPV",1831,0,,,,,,,
"Cape Verde","CPV",1832,0,,,,,,,
"Cape Verde","CPV",1833,0,,,,,,,
"Cape Verde","CPV",1834,0,,,,,,,
"Cape Verde","CPV",1835,0,,,,,,,
"Cape Verde","CPV",1836,0,,,,,,,
"Cape Verde","CPV",1837,0,,,,,,,
"Cape Verde","CPV",1838,0,,,,,,,
"Cape Verde","CPV",1839,0,,,,,,,
"Cape Verde","CPV",1840,0,,,,,,,
"Cape Verde","CPV",1841,0,,,,,,,
"Cape Verde","CPV",1842,0,,,,,,,
"Cape Verde","CPV",1843,0,,,,,,,
"Cape Verde","CPV",1844,0,,,,,,,
"Cape Verde","CPV",1845,0,,,,,,,
"Cape Verde","CPV",1846,0,,,,,,,
"Cape Verde","CPV",1847,0,,,,,,,
"Cape Verde","CPV",1848,0,,,,,,,
"Cape Verde","CPV",1849,0,,,,,,,
"Cape Verde","CPV",1850,0,,,,,,,
"Cape Verde","CPV",1851,0,,,,,,,
"Cape Verde","CPV",1852,0,,,,,,,
"Cape Verde","CPV",1853,0,,,,,,,
"Cape Verde","CPV",1854,0,,,,,,,
"Cape Verde","CPV",1855,0,,,,,,,
"Cape Verde","CPV",1856,0,,,,,,,
"Cape Verde","CPV",1857,0,,,,,,,
"Cape Verde","CPV",1858,0,,,,,,,
"Cape Verde","CPV",1859,0,,,,,,,
"Cape Verde","CPV",1860,0,,,,,,,
"Cape Verde","CPV",1861,0,,,,,,,
"Cape Verde","CPV",1862,0,,,,,,,
"Cape Verde","CPV",1863,0,,,,,,,
"Cape Verde","CPV",1864,0,,,,,,,
"Cape Verde","CPV",1865,0,,,,,,,
"Cape Verde","CPV",1866,0,,,,,,,
"Cape Verde","CPV",1867,0,,,,,,,
"Cape Verde","CPV",1868,0,,,,,,,
"Cape Verde","CPV",1869,0,,,,,,,
"Cape Verde","CPV",1870,0,,,,,,,
"Cape Verde","CPV",1871,0,,,,,,,
"Cape Verde","CPV",1872,0,,,,,,,
"Cape Verde","CPV",1873,0,,,,,,,
"Cape Verde","CPV",1874,0,,,,,,,
"Cape Verde","CPV",1875,0,,,,,,,
"Cape Verde","CPV",1876,0,,,,,,,
"Cape Verde","CPV",1877,0,,,,,,,
"Cape Verde","CPV",1878,0,,,,,,,
"Cape Verde","CPV",1879,0,,,,,,,
"Cape Verde","CPV",1880,0,,,,,,,
"Cape Verde","CPV",1881,0,,,,,,,
"Cape Verde","CPV",1882,0,,,,,,,
"Cape Verde","CPV",1883,0,,,,,,,
"Cape Verde","CPV",1884,0,,,,,,,
"Cape Verde","CPV",1885,0,,,,,,,
"Cape Verde","CPV",1886,0,,,,,,,
"Cape Verde","CPV",1887,0,,,,,,,
"Cape Verde","CPV",1888,0,,,,,,,
"Cape Verde","CPV",1889,0,,,,,,,
"Cape Verde","CPV",1890,0,,,,,,,
"Cape Verde","CPV",1891,0,,,,,,,
"Cape Verde","CPV",1892,0,,,,,,,
"Cape Verde","CPV",1893,0,,,,,,,
"Cape Verde","CPV",1894,0,,,,,,,
"Cape Verde","CPV",1895,0,,,,,,,
"Cape Verde","CPV",1896,0,,,,,,,
"Cape Verde","CPV",1897,0,,,,,,,
"Cape Verde","CPV",1898,0,,,,,,,
"Cape Verde","CPV",1899,0,,,,,,,
"Cape Verde","CPV",1900,0,,,,,,,
"Cape Verde","CPV",1901,0,,,,,,,
"Cape Verde","CPV",1902,0,,,,,,,
"Cape Verde","CPV",1903,0,,,,,,,
"Cape Verde","CPV",1904,0,,,,,,,
"Cape Verde","CPV",1905,0,,,,,,,
"Cape Verde","CPV",1906,0,,,,,,,
"Cape Verde","CPV",1907,0,,,,,,,
"Cape Verde","CPV",1908,0,,,,,,,
"Cape Verde","CPV",1909,0,,,,,,,
"Cape Verde","CPV",1910,0,,,,,,,
"Cape Verde","CPV",1911,0,,,,,,,
"Cape Verde","CPV",1912,0,,,,,,,
"Cape Verde","CPV",1913,0,,,,,,,
"Cape Verde","CPV",1914,0,,,,,,,
"Cape Verde","CPV",1915,0,,,,,,,
"Cape Verde","CPV",1916,0,,,,,,,
"Cape Verde","CPV",1917,0,,,,,,,
"Cape Verde","CPV",1918,0,,,,,,,
"Cape Verde","CPV",1919,0,,,,,,,
"Cape Verde","CPV",1920,0,,,,,,,
"Cape Verde","CPV",1921,0,,,,,,,
"Cape Verde","CPV",1922,0,,,,,,,
"Cape Verde","CPV",1923,0,,,,,,,
"Cape Verde","CPV",1924,0,,,,,,,
"Cape Verde","CPV",1925,0,,,,,,,
"Cape Verde","CPV",1926,0,,,,,,,
"Cape Verde","CPV",1927,0,,,,,,,
"Cape Verde","CPV",1928,0,,,,,,,
"Cape Verde","CPV",1929,0,,,,,,,
"Cape Verde","CPV",1930,0,,,,,,,
"Cape Verde","CPV",1931,0,,,,,,,
"Cape Verde","CPV",1932,0,,,,,,,
"Cape Verde","CPV",1933,0,,,,,,,
"Cape Verde","CPV",1934,0,,,,,,,
"Cape Verde","CPV",1935,0,,,,,,,
"Cape Verde","CPV",1936,0,,,,,,,
"Cape Verde","CPV",1937,0,,,,,,,
"Cape Verde","CPV",1938,0,,,,,,,
"Cape Verde","CPV",1939,0,,,,,,,
"Cape Verde","CPV",1940,0,,,,,,,
"Cape Verde","CPV",1941,0,,,,,,,
"Cape Verde","CPV",1942,0,,,,,,,
"Cape Verde","CPV",1943,0,,,,,,,
"Cape Verde","CPV",1944,0,,,,,,,
"Cape Verde","CPV",1945,0,,,,,,,
"Cape Verde","CPV",1946,0,,,,,,,
"Cape Verde","CPV",1947,0,,,,,,,
"Cape Verde","CPV",1948,0,,,,,,,
"Cape Verde","CPV",1949,0,,,,,,,
"Cape Verde","CPV",1950,0.102592,0.095517,0.007075,0,0,0,,0.554554
"Cape Verde","CPV",1951,0.076944,0.069949,0.006995,0,0,0,,0.410905
"Cape Verde","CPV",1952,0.036640,0.029312,0.007328,0,0,0,,0.193384
"Cape Verde","CPV",1953,0.018320,0.012213,0.006107,0,0,0,,0.095654
"Cape Verde","CPV",1954,0.021984,0.010992,0.010992,0,0,0,,0.113632
"Cape Verde","CPV",1955,0.021984,0.007328,0.014656,0,0,0,,0.112514
"Cape Verde","CPV",1956,0.029312,0.014656,0.014656,0,0,0,,0.148446
"Cape Verde","CPV",1957,0.018320,0.003664,0.014656,0,0,0,,0.091664
"Cape Verde","CPV",1958,0.014656,0,0.014656,0,0,0,,0.072291
"Cape Verde","CPV",1959,0.018290,0,0.014656,0,0.003634,0,,0.088723
"Cape Verde","CPV",1960,0.021954,0,0.018320,0,0.003634,0,,0.104619
"Cape Verde","CPV",1961,0.021954,0,0.018320,0,0.003634,0,,0.102214
"Cape Verde","CPV",1962,0.018290,0,0.014656,0,0.003634,0,,0.082581
"Cape Verde","CPV",1963,0.014626,0,0.010992,0,0.003634,0,,0.063922
"Cape Verde","CPV",1964,0.029253,0,0.021984,0,0.007269,0,,0.123762
"Cape Verde","CPV",1965,0.025589,0,0.018320,0,0.007269,0,,0.104804
"Cape Verde","CPV",1966,0.021984,0,0.021984,0,0,0,,0.087156
"Cape Verde","CPV",1967,0.018320,0,0.018320,0,0,0,,0.070286
"Cape Verde","CPV",1968,0.029282,0,0.025648,0,0.003634,0,,0.108691
"Cape Verde","CPV",1969,0.036581,0,0.029312,0,0.007269,0,,0.131337
"Cape Verde","CPV",1970,0.036581,0,0.029312,0,0.007269,0,,0.127342
"Cape Verde","CPV",1971,0.036610,0,0.032976,0,0.003634,0,,0.124735
"Cape Verde","CPV",1972,0.051266,0,0.047632,0,0.003634,0,,0.172720
"Cape Verde","CPV",1973,0.062229,0,0.054960,0,0.007269,0,,0.207989
"Cape Verde","CPV",1974,0.065952,0,0.065952,0,0,0,,0.218614
"Cape Verde","CPV",1975,0.076944,0,0.076944,0,0,0,,0.252793
"Cape Verde","CPV",1976,0.073280,0,0.073280,0,0,0,,0.238685
"Cape Verde","CPV",1977,0.080608,0,0.080608,0,0,0,,0.260539
"Cape Verde","CPV",1978,0.208542,0,0.201520,0,0.007022,0,,0.669080
"Cape Verde","CPV",1979,0.249152,0,0.249152,0,0,0,,0.793490
"Cape Verde","CPV",1980,0.120912,0,0.120912,0,0,0,,0.381145
"Cape Verde","CPV",1981,0.032976,0,0.032976,0,0,0,,0.102526
